order_id,plant_id,supplier_id,material_id,order_date,expected_delivery_date,quantity,status,updated_at_order,delivery_id,delivery_date,delivered_quantity,delivery_status,updated_at_delivery,delivery_delay_days,on_time_flag,has_delivery,order_day
ORD100593,SH01,SUP009,MAT0001,2024-01-16 14:16:08,2024-01-20,57,OPEN,2024-01-17 19:16:08,DEL500558,2024-01-19 08:37:00,40.0,ON_TIME,2024-01-23 10:16:08,-1.0,1,1,2024-01-16
ORD100035,NJ01,SUP006,MAT0053,2024-01-01 14:53:00,2024-01-04,77,OPEN,2024-01-02 20:53:00,DEL500559,2024-01-07 13:18:00,43.0,DELIVERED,2024-01-10 22:53:00,3.0,0,1,2024-01-01
ORD100124,NJ01,SUP015,MAT0012,2024-01-04 12:52:48,2024-01-14,100,OPEN,2024-01-05 04:52:48,DEL500560,2024-01-13 15:42:00,90.0,DELIVERED,2024-01-12 02:52:48,-1.0,1,1,2024-01-04
ORD101632,NJ01,SUP002,MAT0004,2024-02-09 18:54:56,2024-02-14,111,CREATED,2024-02-11 04:54:56,DEL500561,2024-02-13 18:58:00,93.0,DELIVERED,2024-02-12 10:54:56,-1.0,1,1,2024-02-09
ORD100959,NJ01,SUP018,MAT0015,2024-01-24 17:30:57,2024-01-26,86,OPEN,2024-01-24 18:30:57,DEL500562,2024-01-26 07:07:00,71.0,DELIVERED,2024-02-01 04:30:57,0.0,1,1,2024-01-24
ORD101914,NJ02,SUP020,MAT0054,2024-02-16 18:13:55,2024-02-22,127,CREATED,2024-02-17 20:13:55,,,,,,,0,0,2024-02-16
ORD101771,NJ01,SUP019,MAT0041,2024-02-13 17:18:11,2024-02-19,151,OPEN,2024-02-14 07:18:11,DEL500563,2024-02-18 11:16:00,146.0,DELIVERED,2024-02-24 12:18:11,-1.0,1,1,2024-02-13
ORD101899,NJ01,SUP008,MAT0042,2024-02-16 15:53:24,2024-02-18,141,OPEN,2024-02-17 00:53:24,,,,,,,0,0,2024-02-16
ORD100143,NJ02,SUP012,MAT0056,2024-01-04 11:50:03,2024-01-10,76,CREATED,2024-01-05 02:50:03,DEL500564,2024-01-09 13:35:00,67.0,ON_TIME,2024-01-10 16:50:03,-1.0,1,1,2024-01-04
ORD101445,SH01,SUP019,MAT0029,2024-02-04 09:24:05,2024-02-12,104,CONFIRMED,2024-02-04 14:24:05,DEL500565,2024-02-12 19:49:00,86.0,DELIVERED,2024-02-06 19:24:05,0.0,1,1,2024-02-04
ORD101756,NJ01,SUP001,MAT0076,2024-02-12 09:28:23,2024-02-22,92,OPEN,2024-02-13 06:28:23,,,,,,,0,0,2024-02-12
ORD100218,NJ02,SUP020,MAT0037,2024-01-06 06:26:23,2024-01-11,63,CONFIRMED,2024-01-07 10:26:23,DEL500566,2024-01-10 09:20:00,31.0,LATE,2024-01-09 11:26:23,-1.0,1,1,2024-01-06
ORD100901,NJ01,SUP002,MAT0044,2024-01-23 10:31:34,2024-02-01,95,CREATED,2024-01-24 07:31:34,,,,,,,0,0,2024-01-23
ORD102270,NJ02,SUP004,MAT0005,2024-02-26 07:02:10,2024-03-03,143,CONFIRMED,2024-02-26 12:02:10,DEL500567,2024-03-02 10:13:00,147.0,DELIVERED,2024-03-05 07:02:10,-1.0,1,1,2024-02-26
ORD100222,NJ01,SUP010,MAT0011,2024-01-06 07:45:54,2024-01-16,82,CREATED,2024-01-07 00:45:54,DEL500568,2024-01-15 11:34:00,93.0,DELIVERED,2024-01-12 18:45:54,-1.0,1,1,2024-01-06
ORD101794,SH01,SUP020,MAT0051,2024-02-13 11:21:32,2024-02-15,79,CREATED,2024-02-15 04:21:32,DEL500569,2024-02-14 09:06:00,73.0,DELIVERED,2024-02-22 18:21:32,-1.0,1,1,2024-02-13
ORD101172,SH01,SUP015,MAT0035,2024-01-29 16:21:40,2024-02-04,124,CREATED,2024-01-31 10:21:40,DEL500570,2024-02-04 09:18:00,120.0,DELIVERED,2024-02-04 22:21:40,0.0,1,1,2024-01-29
ORD102409,NJ02,SUP019,MAT0041,2024-02-29 11:12:53,2024-03-10,121,CONFIRMED,2024-02-29 18:12:53,DEL500572,2024-03-11 18:49:00,144.0,LATE,2024-03-05 11:12:53,1.0,0,1,2024-02-29
ORD101010,NJ02,SUP015,MAT0041,2024-01-25 06:27:56,2024-01-28,103,OPEN,2024-01-26 10:27:56,DEL500573,2024-01-27 14:10:00,79.0,LATE,2024-01-30 23:27:56,-1.0,1,1,2024-01-25
ORD101056,NJ01,SUP015,MAT0026,2024-01-26 16:39:40,2024-01-31,107,OPEN,2024-01-28 12:39:40,DEL500574,2024-02-05 12:35:00,100.0,DELIVERED,2024-02-02 09:39:40,5.0,0,1,2024-01-26
ORD100050,SH01,SUP014,MAT0072,2024-01-02 10:10:47,2024-01-11,106,CREATED,2024-01-02 17:10:47,DEL500575,2024-01-10 09:43:00,80.0,DELIVERED,2024-01-06 08:10:47,-1.0,1,1,2024-01-02
ORD101810,SH01,SUP017,MAT0073,2024-02-13 13:44:39,2024-02-18,78,OPEN,2024-02-13 15:44:39,,,,,,,0,0,2024-02-13
ORD102094,NJ01,SUP011,MAT0074,2024-02-21 15:50:21,2024-02-26,112,CREATED,2024-02-23 12:50:21,,,,,,,0,0,2024-02-21
ORD100019,NJ02,SUP011,MAT0015,2024-01-01 17:07:43,2024-01-11,70,OPEN,2024-01-02 20:07:43,DEL500577,2024-01-11 15:54:00,67.0,DELIVERED,2024-01-08 02:07:43,0.0,1,1,2024-01-01
ORD100011,SH01,SUP006,MAT0069,2024-01-01 17:59:43,2024-01-04,103,CONFIRMED,2024-01-02 08:59:43,DEL500578,2024-01-03 11:17:00,106.0,LATE,2024-01-06 17:59:43,-1.0,1,1,2024-01-01
ORD100543,NJ02,SUP009,MAT0069,2024-01-15 17:41:50,2024-01-17,104,CONFIRMED,2024-01-15 20:41:50,DEL500579,2024-01-17 11:28:00,106.0,ON_TIME,2024-01-20 20:41:50,0.0,1,1,2024-01-15
ORD101487,NJ01,SUP003,MAT0055,2024-02-06 16:57:16,2024-02-10,112,OPEN,2024-02-08 16:57:16,,,,,,,0,0,2024-02-06
ORD100821,SH01,SUP011,MAT0060,2024-01-21 08:30:09,2024-01-30,143,OPEN,2024-01-23 07:30:09,,,,,,,0,0,2024-01-21
ORD100138,NJ01,SUP016,MAT0034,2024-01-04 17:09:26,2024-01-08,165,OPEN,2024-01-06 08:09:26,DEL500580,2024-01-07 10:16:00,179.0,DELIVERED,2024-01-14 23:09:26,-1.0,1,1,2024-01-04
ORD101346,SH01,SUP006,MAT0050,2024-02-02 13:17:44,2024-02-05,98,OPEN,2024-02-04 06:17:44,DEL500581,2024-02-05 10:12:00,106.0,DELIVERED,2024-02-11 19:17:44,0.0,1,1,2024-02-02
ORD101986,SH01,SUP003,MAT0068,2024-02-18 11:37:07,2024-02-21,137,OPEN,2024-02-20 09:37:07,DEL500582,2024-02-22 18:12:00,149.0,DELIVERED,2024-02-28 06:37:07,1.0,0,1,2024-02-18
ORD100135,NJ02,SUP002,MAT0041,2024-01-04 09:36:24,2024-01-09,148,CONFIRMED,2024-01-05 15:36:24,DEL500315,2024-01-10 10:44:00,173.0,ON_TIME,2024-01-06 09:36:24,1.0,0,1,2024-01-04
ORD101711,NJ02,SUP002,MAT0040,2024-02-11 06:17:31,2024-02-16,143,OPEN,2024-02-12 08:17:31,,,,,,,0,0,2024-02-11
ORD100952,NJ02,SUP006,MAT0023,2024-01-24 15:59:10,2024-02-03,53,CONFIRMED,2024-01-26 11:59:10,DEL500583,2024-02-02 15:34:00,37.0,DELIVERED,2024-02-02 17:59:10,-1.0,1,1,2024-01-24
ORD101495,NJ01,SUP010,MAT0040,2024-02-06 15:00:23,2024-02-13,124,CONFIRMED,2024-02-06 22:00:23,DEL500584,2024-02-12 10:00:00,141.0,DELIVERED,2024-02-16 04:00:23,-1.0,1,1,2024-02-06
ORD102013,NJ01,SUP005,MAT0019,2024-02-19 11:58:53,2024-02-27,115,CONFIRMED,2024-02-20 02:58:53,DEL500585,2024-02-26 09:07:00,104.0,LATE,2024-02-25 00:58:53,-1.0,1,1,2024-02-19
ORD101870,NJ02,SUP009,MAT0072,2024-02-15 10:55:34,2024-02-20,56,CONFIRMED,2024-02-16 05:55:34,DEL500586,2024-02-19 18:14:00,46.0,LATE,2024-02-24 11:55:34,-1.0,1,1,2024-02-15
ORD102233,NJ01,SUP020,MAT0006,2024-02-25 08:45:07,2024-03-01,111,CREATED,2024-02-26 08:45:07,DEL500587,2024-03-01 12:27:00,115.0,LATE,2024-02-29 17:45:07,0.0,1,1,2024-02-25
ORD102299,NJ01,SUP009,MAT0022,2024-02-26 09:30:01,2024-02-29,162,CONFIRMED,2024-02-27 03:30:01,DEL500588,2024-02-29 18:30:00,166.0,LATE,2024-03-04 14:30:01,0.0,1,1,2024-02-26
ORD100046,NJ02,SUP004,MAT0018,2024-01-02 14:00:42,2024-01-12,156,OPEN,2024-01-02 21:00:42,DEL500589,2024-01-12 11:14:00,139.0,DELIVERED,2024-01-09 18:00:42,0.0,1,1,2024-01-02
ORD100332,NJ01,SUP020,MAT0027,2024-01-09 07:47:48,2024-01-18,91,OPEN,2024-01-09 22:47:48,DEL500590,2024-01-17 17:50:00,88.0,LATE,2024-01-14 17:47:48,-1.0,1,1,2024-01-09
ORD102301,SH01,SUP018,MAT0009,2024-02-26 18:59:18,2024-03-03,107,CREATED,2024-02-27 03:59:18,DEL500591,2024-03-03 18:02:00,129.0,DELIVERED,2024-02-28 11:59:18,0.0,1,1,2024-02-26
ORD100814,NJ01,SUP020,MAT0073,2024-01-21 11:16:33,2024-01-28,118,OPEN,2024-01-22 20:16:33,DEL500593,2024-01-28 15:38:00,140.0,LATE,2024-01-30 20:16:33,0.0,1,1,2024-01-21
ORD102302,NJ01,SUP003,MAT0035,2024-02-26 07:54:59,2024-02-28,125,CREATED,2024-02-26 14:54:59,,,,,,,0,0,2024-02-26
ORD100708,NJ02,SUP010,MAT0002,2024-01-19 14:00:44,2024-01-28,120,OPEN,2024-01-20 08:00:44,DEL500594,2024-01-27 18:32:00,116.0,ON_TIME,2024-01-25 09:00:44,-1.0,1,1,2024-01-19
ORD101902,NJ01,,MAT0045,2024-02-16 07:01:34,2024-02-18,118,CREATED,2024-02-17 03:01:34,DEL500595,2024-02-23 18:29:00,82.0,ON_TIME,2024-02-22 21:01:34,5.0,0,1,2024-02-16
ORD100381,NJ01,SUP011,MAT0014,2024-01-10 06:51:45,2024-01-13,88,CONFIRMED,2024-01-10 16:51:45,DEL500596,2024-01-16 20:49:00,67.0,LATE,2024-01-17 02:51:45,3.0,0,1,2024-01-10
ORD101681,NJ02,SUP011,MAT0076,2024-02-10 09:45:18,2024-02-13,137,CONFIRMED,2024-02-12 00:45:18,DEL500597,2024-02-13 15:47:00,122.0,DELIVERED,2024-02-20 10:45:18,0.0,1,1,2024-02-10
ORD100787,NJ01,SUP013,MAT0063,2024-01-20 15:30:45,2024-01-27,127,OPEN,2024-01-20 23:30:45,DEL500521,2024-01-26 16:44:00,154.0,ON_TIME,2024-01-23 11:30:45,-1.0,1,1,2024-01-20
ORD101088,NJ02,SUP017,MAT0068,2024-01-27 09:41:43,2024-01-31,125,CREATED,2024-01-28 03:41:43,DEL500598,2024-01-30 18:34:00,115.0,DELIVERED,2024-01-29 13:41:43,-1.0,1,1,2024-01-27
ORD101992,NJ01,SUP020,MAT0008,2024-02-18 18:06:33,2024-02-24,58,CONFIRMED,2024-02-18 21:06:33,DEL500599,2024-02-23 08:29:00,56.0,DELIVERED,2024-02-25 18:06:33,-1.0,1,1,2024-02-18
ORD101959,SH01,SUP011,MAT0013,2024-02-17 09:36:11,2024-02-19,127,OPEN,2024-02-18 11:36:11,DEL500600,2024-02-18 12:51:00,86.0,DELIVERED,2024-02-22 15:36:11,-1.0,1,1,2024-02-17
ORD101764,NJ02,SUP002,MAT0009,2024-02-12 11:33:00,2024-02-20,64,CREATED,2024-02-14 11:33:00,DEL500601,2024-02-22 15:25:00,66.0,ON_TIME,2024-02-14 13:33:00,2.0,0,1,2024-02-12
ORD101250,NJ02,SUP008,MAT0023,2024-01-31 18:19:25,2024-02-04,124,CONFIRMED,2024-02-02 16:19:25,DEL500602,2024-02-04 10:33:00,108.0,ON_TIME,2024-02-07 18:19:25,0.0,1,1,2024-01-31
ORD101119,NJ02,SUP006,MAT0038,2024-01-28 16:07:55,2024-02-02,81,CONFIRMED,2024-01-29 20:07:55,DEL500604,2024-02-05 16:00:00,76.0,DELIVERED,2024-02-08 13:07:55,3.0,0,1,2024-01-28
ORD102242,NJ02,SUP005,MAT0054,2024-02-25 13:23:56,2024-03-01,134,CREATED,2024-02-26 04:23:56,,,,,,,0,0,2024-02-25
ORD102084,NJ02,SUP012,MAT0002,2024-02-21 18:20:24,2024-02-25,107,OPEN,2024-02-23 12:20:24,,,,,,,0,0,2024-02-21
ORD101322,SH01,SUP005,MAT0069,2024-02-02 16:30:57,2024-02-05,99,CONFIRMED,2024-02-04 14:30:57,DEL500605,2024-02-05 20:06:00,113.0,LATE,2024-02-11 10:30:57,0.0,1,1,2024-02-02
ORD102210,NJ01,SUP008,MAT0036,2024-02-24 09:15:29,2024-02-28,82,CREATED,2024-02-24 09:15:29,DEL500606,2024-02-27 13:37:00,98.0,DELIVERED,2024-02-28 20:15:29,-1.0,1,1,2024-02-24
ORD101857,SH01,SUP004,MAT0026,2024-02-15 09:14:09,2024-02-21,108,OPEN,2024-02-16 16:14:09,DEL500607,2024-02-24 18:32:00,124.0,ON_TIME,2024-02-17 09:14:09,3.0,0,1,2024-02-15
ORD102083,SH01,SUP013,MAT0054,2024-02-21 13:28:09,2024-02-25,140,CREATED,2024-02-21 21:28:09,DEL500608,2024-02-26 19:53:00,131.0,DELIVERED,2024-02-25 17:28:09,1.0,0,1,2024-02-21
ORD101530,NJ01,SUP001,MAT0041,2024-02-07 11:23:09,2024-02-14,122,CONFIRMED,2024-02-07 11:23:09,DEL500609,2024-02-14 08:36:00,113.0,DELIVERED,2024-02-17 13:23:09,0.0,1,1,2024-02-07
ORD102244,NJ01,,MAT0038,2024-02-25 12:56:41,2024-03-04,142,OPEN,2024-02-26 20:56:41,DEL500610,2024-03-09 09:54:00,138.0,ON_TIME,2024-03-04 21:56:41,5.0,0,1,2024-02-25
ORD100045,NJ02,SUP018,MAT0039,2024-01-02 09:23:18,2024-01-06,103,CONFIRMED,2024-01-04 02:23:18,DEL500611,2024-01-09 08:15:00,112.0,LATE,2024-01-04 03:23:18,3.0,0,1,2024-01-02
ORD101797,NJ02,SUP014,MAT0023,2024-02-13 16:52:30,2024-02-15,112,CREATED,2024-02-14 17:52:30,DEL500612,2024-02-15 20:32:00,104.0,DELIVERED,2024-02-15 01:52:30,0.0,1,1,2024-02-13
ORD100632,NJ01,SUP007,MAT0067,2024-01-17 07:16:23,2024-01-22,111,OPEN,2024-01-18 07:16:23,DEL500613,2024-01-25 10:45:00,109.0,LATE,2024-01-21 19:16:23,3.0,0,1,2024-01-17
ORD102262,NJ02,SUP019,MAT0043,2024-02-25 14:23:26,2024-03-04,149,OPEN,2024-02-25 19:23:26,DEL500614,2024-03-03 10:24:00,153.0,LATE,2024-02-29 04:23:26,-1.0,1,1,2024-02-25
ORD101931,NJ02,SUP011,MAT0063,2024-02-17 11:21:57,2024-02-21,153,IN_PROGRESS,2024-02-18 16:21:57,DEL500615,2024-02-20 16:15:00,139.0,DELIVERED,2024-02-23 18:21:57,-1.0,1,1,2024-02-17
ORD102145,NJ01,SUP011,MAT0046,2024-02-22 12:05:38,2024-02-28,134,CONFIRMED,2024-02-23 17:05:38,DEL500616,2024-02-28 17:21:00,119.0,ON_TIME,2024-02-29 12:05:38,0.0,1,1,2024-02-22
ORD100027,NJ02,SUP001,MAT0076,2024-01-01 07:15:14,2024-01-04,133,CONFIRMED,2024-01-01 21:15:14,,,,,,,0,0,2024-01-01
ORD101256,NJ02,SUP002,MAT0002,2024-01-31 17:25:54,2024-02-05,55,OPEN,2024-02-01 00:25:54,DEL500617,2024-02-04 14:42:00,52.0,DELIVERED,2024-02-03 13:25:54,-1.0,1,1,2024-01-31
ORD102288,NJ02,SUP017,MAT0051,2024-02-26 16:54:47,2024-03-07,101,CONFIRMED,2024-02-28 05:54:47,DEL500618,2024-03-06 10:37:00,100.0,LATE,2024-03-07 21:54:47,-1.0,1,1,2024-02-26
ORD100220,NJ02,SUP017,MAT0068,2024-01-06 13:29:49,2024-01-12,158,OPEN,2024-01-06 23:29:49,DEL500619,2024-01-13 08:24:00,164.0,DELIVERED,2024-01-11 01:29:49,1.0,0,1,2024-01-06
ORD101599,SH01,SUP009,MAT0079,2024-02-09 12:30:11,2024-02-14,134,CONFIRMED,2024-02-10 16:30:11,,,,,,,0,0,2024-02-09
ORD100456,NJ01,SUP013,MAT0058,2024-01-12 10:16:52,2024-01-16,146,CONFIRMED,2024-01-14 09:16:52,DEL500620,2024-01-16 14:31:00,156.0,DELIVERED,2024-01-20 10:16:52,0.0,1,1,2024-01-12
ORD101176,NJ02,SUP013,MAT0077,2024-01-29 16:28:43,2024-02-01,121,OPEN,2024-01-30 16:28:43,,,,,,,0,0,2024-01-29
ORD101942,NJ01,SUP014,MAT0018,2024-02-17 09:59:46,2024-02-20,97,CREATED,2024-02-18 15:59:46,DEL500621,2024-02-19 13:00:00,80.0,DELIVERED,2024-02-21 18:59:46,-1.0,1,1,2024-02-17
ORD100373,SH01,SUP017,MAT0054,2024-01-10 15:30:37,2024-01-18,45,CONFIRMED,2024-01-10 17:30:37,DEL500622,2024-01-17 11:04:00,32.0,LATE,2024-01-12 16:30:37,-1.0,1,1,2024-01-10
ORD100809,NJ01,SUP015,MAT0075,2024-01-21 16:18:39,2024-01-31,110,OPEN,2024-01-21 18:18:39,,,,,,,0,0,2024-01-21
ORD100468,NJ01,SUP008,MAT0031,2024-01-12 18:37:14,2024-01-16,159,OPEN,2024-01-14 04:37:14,DEL500623,2024-01-15 17:57:00,144.0,DELIVERED,2024-01-19 11:37:14,-1.0,1,1,2024-01-12
ORD101152,SH01,SUP009,MAT0012,2024-01-29 06:42:56,2024-02-07,126,CREATED,2024-01-31 03:42:56,DEL500391,2024-02-06 13:12:00,108.0,DELIVERED,2024-02-06 06:42:56,-1.0,1,1,2024-01-29
ORD102208,NJ01,SUP013,MAT0027,2024-02-24 14:37:20,2024-02-29,134,CONFIRMED,2024-02-26 05:37:20,,,,,,,0,0,2024-02-24
ORD101042,SH01,SUP014,MAT0061,2024-01-26 11:44:07,2024-02-02,160,CONFIRMED,2024-01-27 02:44:07,DEL500624,2024-02-01 07:23:00,181.0,DELIVERED,2024-01-27 17:44:07,-1.0,1,1,2024-01-26
ORD101934,NJ02,SUP010,MAT0058,2024-02-17 14:45:18,2024-02-21,85,OPEN,2024-02-19 01:45:18,DEL500625,2024-02-21 14:13:00,83.0,DELIVERED,2024-02-22 18:45:18,0.0,1,1,2024-02-17
ORD100749,SH01,SUP005,MAT0039,2024-01-20 17:02:18,2024-01-22,98,CREATED,2024-01-21 12:02:18,DEL500626,2024-01-22 20:32:00,98.0,DELIVERED,2024-01-26 13:02:18,0.0,1,1,2024-01-20
ORD102142,SH01,SUP018,MAT0070,2024-02-22 08:23:42,2024-02-29,72,CREATED,2024-02-23 04:23:42,DEL500407,2024-02-29 18:05:00,97.0,LATE,2024-03-01 06:23:42,0.0,1,1,2024-02-22
ORD102144,SH01,SUP016,MAT0070,2024-02-22 11:49:18,2024-02-26,96,OPEN,2024-02-23 10:49:18,DEL500627,2024-02-26 15:48:00,96.0,ON_TIME,2024-02-27 05:49:18,0.0,1,1,2024-02-22
ORD100666,NJ02,SUP012,MAT0051,2024-01-17 06:10:05,2024-01-23,101,OPEN,2024-01-18 19:10:05,DEL500628,2024-01-23 16:26:00,90.0,ON_TIME,2024-01-18 19:10:05,0.0,1,1,2024-01-17
ORD101251,SH01,SUP019,MAT0013,2024-01-31 12:29:24,2024-02-04,114,OPEN,2024-02-02 08:29:24,DEL500629,2024-02-04 16:11:00,137.0,DELIVERED,2024-02-10 05:29:24,0.0,1,1,2024-01-31
ORD101537,NJ02,SUP001,MAT0009,2024-02-07 14:58:33,2024-02-09,72,OPEN,2024-02-07 20:58:33,DEL500630,2024-02-08 19:17:00,78.0,DELIVERED,2024-02-13 17:58:33,-1.0,1,1,2024-02-07
ORD101549,NJ01,SUP016,MAT0014,2024-02-07 16:13:29,2024-02-15,144,OPEN,2024-02-08 05:13:29,,,,,,,0,0,2024-02-07
ORD101640,NJ01,SUP015,MAT0039,2024-02-10 09:31:45,2024-02-17,104,OPEN,2024-02-11 20:31:45,DEL500631,2024-02-20 15:47:00,104.0,LATE,2024-02-14 00:31:45,3.0,0,1,2024-02-10
ORD100637,NJ01,SUP017,MAT0036,2024-01-17 08:28:10,2024-01-22,81,CREATED,2024-01-17 17:28:10,DEL500632,2024-01-22 07:41:00,64.0,DELIVERED,2024-01-27 01:28:10,0.0,1,1,2024-01-17
ORD101864,NJ02,SUP004,MAT0069,2024-02-15 09:15:37,2024-02-24,78,CREATED,2024-02-16 05:15:37,,,,,,,0,0,2024-02-15
ORD100717,NJ02,SUP003,MAT0019,2024-01-19 13:44:50,2024-01-21,136,CREATED,2024-01-20 06:44:50,DEL500633,2024-01-24 19:46:00,118.0,DELIVERED,2024-01-23 22:44:50,3.0,0,1,2024-01-19
ORD102209,NJ02,SUP004,MAT0013,2024-02-24 06:10:05,2024-03-01,163,CREATED,2024-02-25 08:10:05,,,,,,,0,0,2024-02-24
ORD102402,NJ02,SUP002,MAT0024,2024-02-29 12:10:22,2024-03-07,122,OPEN,2024-03-01 02:10:22,DEL500634,2024-03-08 15:31:00,117.0,DELIVERED,2024-03-10 03:10:22,1.0,0,1,2024-02-29
ORD100094,SH01,SUP018,MAT0062,2024-01-03 17:33:41,2024-01-09,130,OPEN,2024-01-04 20:33:41,,,,,,,0,0,2024-01-03
ORD102267,NJ01,SUP004,MAT0011,2024-02-25 15:20:37,2024-03-04,147,CREATED,2024-02-27 14:20:37,DEL500636,2024-03-04 20:16:00,130.0,DELIVERED,2024-03-01 13:20:37,0.0,1,1,2024-02-25
ORD100938,SH01,SUP012,MAT0007,2024-01-24 17:59:03,2024-02-03,166,CREATED,2024-01-25 17:59:03,DEL500637,2024-02-03 12:12:00,160.0,ON_TIME,2024-01-31 17:59:03,0.0,1,1,2024-01-24
ORD101034,NJ02,SUP002,MAT0026,2024-01-26 13:31:35,2024-02-03,107,IN_PROGRESS,2024-01-27 06:31:35,DEL500638,2024-02-03 12:16:00,103.0,DELIVERED,2024-01-27 21:31:35,0.0,1,1,2024-01-26
ORD100289,NJ02,SUP013,MAT0045,2024-01-08 10:07:36,2024-01-18,151,CREATED,2024-01-09 04:07:36,DEL500639,2024-01-20 08:39:00,153.0,DELIVERED,2024-01-15 00:07:36,2.0,0,1,2024-01-08
ORD100438,NJ02,SUP005,MAT0023,2024-01-12 09:02:30,2024-01-19,82,CREATED,2024-01-13 20:02:30,DEL500640,2024-01-18 08:01:00,74.0,DELIVERED,2024-01-21 07:02:30,-1.0,1,1,2024-01-12
ORD102072,NJ02,SUP006,MAT0065,2024-02-21 13:18:46,2024-02-23,119,CREATED,2024-02-21 18:18:46,DEL500641,2024-02-23 16:13:00,103.0,DELIVERED,2024-02-27 00:18:46,0.0,1,1,2024-02-21
ORD101898,NJ01,SUP013,MAT0074,2024-02-16 14:49:44,2024-02-24,107,OPEN,2024-02-16 14:49:44,,,,,,,0,0,2024-02-16
ORD102071,NJ01,SUP016,MAT0078,2024-02-21 16:33:12,2024-03-01,147,CONFIRMED,2024-02-22 03:33:12,DEL500642,2024-03-01 07:39:00,132.0,LATE,2024-03-03 01:33:12,0.0,1,1,2024-02-21
ORD100550,NJ02,SUP008,MAT0001,2024-01-15 09:44:59,2024-01-24,162,CREATED,2024-01-17 03:44:59,DEL500643,2024-01-24 09:48:00,180.0,DELIVERED,2024-01-24 23:44:59,0.0,1,1,2024-01-15
ORD102365,NJ01,SUP012,MAT0005,2024-02-28 08:30:24,2024-03-01,111,CONFIRMED,2024-02-28 19:30:24,DEL500644,2024-03-06 14:09:00,92.0,LATE,2024-03-05 02:30:24,5.0,0,1,2024-02-28
ORD101647,NJ01,SUP007,MAT0049,2024-02-10 12:24:28,2024-02-12,103,CREATED,2024-02-12 06:24:28,DEL500645,2024-02-11 08:31:00,108.0,DELIVERED,2024-02-13 17:24:28,-1.0,1,1,2024-02-10
ORD100597,NJ02,SUP003,MAT0045,2024-01-16 08:26:34,2024-01-26,129,CREATED,2024-01-16 21:26:34,DEL500646,2024-01-26 09:26:00,136.0,DELIVERED,2024-01-19 01:26:34,0.0,1,1,2024-01-16
ORD101253,NJ02,SUP014,MAT0071,2024-01-31 17:46:46,2024-02-05,153,CREATED,2024-02-01 16:46:46,,,,,,,0,0,2024-01-31
ORD100923,NJ01,SUP014,MAT0019,2024-01-23 07:30:37,2024-02-01,82,CREATED,2024-01-24 22:30:37,DEL500647,2024-01-31 15:27:00,80.0,DELIVERED,2024-01-30 13:30:37,-1.0,1,1,2024-01-23
ORD100146,NJ02,SUP010,MAT0070,2024-01-04 10:29:16,2024-01-06,130,CREATED,2024-01-04 14:29:16,DEL500648,2024-01-05 14:44:00,156.0,DELIVERED,2024-01-05 14:29:16,-1.0,1,1,2024-01-04
ORD102293,NJ02,SUP009,MAT0001,2024-02-26 09:42:57,2024-03-03,144,CONFIRMED,2024-02-26 23:42:57,DEL500649,2024-03-02 19:50:00,151.0,DELIVERED,2024-03-04 22:42:57,-1.0,1,1,2024-02-26
ORD101890,NJ01,SUP015,MAT0047,2024-02-16 09:11:20,2024-02-25,67,OPEN,2024-02-16 21:11:20,DEL500650,2024-02-24 10:26:00,94.0,ON_TIME,2024-02-26 09:11:20,-1.0,1,1,2024-02-16
ORD101178,NJ02,SUP012,MAT0025,2024-01-29 06:14:47,2024-01-31,95,CREATED,2024-01-30 21:14:47,DEL500651,2024-01-30 07:03:00,85.0,DELIVERED,2024-02-06 13:14:47,-1.0,1,1,2024-01-29
ORD102250,NJ01,SUP005,MAT0049,2024-02-25 16:49:35,2024-03-06,189,OPEN,2024-02-27 10:49:35,DEL500652,2024-03-11 07:01:00,179.0,LATE,2024-03-01 11:49:35,5.0,0,1,2024-02-25
ORD100345,NJ02,SUP012,MAT0035,2024-01-09 09:12:39,2024-01-19,114,OPEN,2024-01-09 14:12:39,DEL500654,2024-01-18 16:02:00,110.0,ON_TIME,2024-01-17 11:12:39,-1.0,1,1,2024-01-09
ORD102340,NJ02,SUP017,MAT0009,2024-02-27 08:27:49,2024-02-29,87,CONFIRMED,2024-02-28 13:27:49,DEL500655,2024-02-29 08:01:00,112.0,DELIVERED,2024-03-05 06:27:49,0.0,1,1,2024-02-27
ORD102103,NJ01,SUP012,MAT0060,2024-02-21 06:01:41,2024-02-29,128,CREATED,2024-02-22 10:01:41,DEL500656,2024-03-01 14:07:00,133.0,ON_TIME,2024-02-24 23:01:41,1.0,0,1,2024-02-21
ORD100063,SH01,SUP010,MAT0065,2024-01-02 15:20:42,2024-01-05,148,OPEN,2024-01-04 09:20:42,DEL500657,2024-01-09 20:00:00,132.0,LATE,2024-01-08 00:20:42,4.0,0,1,2024-01-02
ORD100704,NJ01,,MAT0077,2024-01-19 14:28:08,2024-01-29,72,OPEN,2024-01-21 06:28:08,DEL500658,2024-01-29 20:14:00,45.0,DELIVERED,2024-01-24 18:28:08,0.0,1,1,2024-01-19
ORD101362,NJ02,SUP003,MAT0043,2024-02-03 14:07:43,2024-02-13,126,CONFIRMED,2024-02-03 19:07:43,DEL500659,2024-02-12 07:09:00,124.0,DELIVERED,2024-02-06 20:07:43,-1.0,1,1,2024-02-03
