delivery_id,order_id,delivery_date,delivered_quantity,delivery_status,updated_at
DEL500981,ORD102309,2024-03-07 09:12:00,193,Complete,2024-03-01 01:49:29
DEL501990,ORDX1017,2024-01-30 03:46:58,83,Complete,2024-03-01 06:53:23
DEL501476,ORD100874,2024-02-03 14:54:00,132,Complete,2024-01-27 08:11:51
DEL501316,ORD100564,2024-01-23 08:09:00,81,Delivered,2024-01-16 12:32:54
DEL500170,ORD102389,2024-03-02 19:00:00,119,Delivered,2024-03-05 17:24:36
DEL500954,ORD102338,2024-03-06 07:38:00,98,DELIVERED,2024-02-29 07:00:27
DEL501557,ORD100720,2024-01-26 14:27:00,181,Delivered,2024-01-29 05:29:47
DEL500163,ORD100715,2024-01-23 12:50:00,61,DELIVERED,2024-01-20 15:18:17
DEL500936,ORD100470,2024-01-19 19:18:00,65,Complete,2024-01-17 22:15:37
DEL501001,ORD101402,2024-02-10 16:00:00,113,Late,2024-02-09 16:03:42
DEL501939,ORD101414,2024-02-08 13:43:00,200,DELIVERED,2024-02-13 10:17:13
DEL501250,ORD101246,2024-02-05 11:28:00,175,Complete,2024-02-05 06:30:10
DEL501719,ORD100906,2024-01-28 20:05:00,184,Late,2024-01-27 08:07:31
DEL500684,ORD101987,2024-02-23 13:07:00,126,Delivered,2024-02-22 22:46:12
DEL501521,ORD100780,2024-01-26 11:36:00,114,DELIVERED,2024-01-24 19:58:38
DEL500659,ORD101362,2024-02-12 07:09:00,124,Complete,2024-02-06 20:07:43
DEL501306,ORD102333,2024-03-03 08:29:00,158,Late,2024-03-05 09:25:08
DEL500096,ORD100269,2024-01-12 15:15:00,141,Late,2024-01-14 02:12:48
DEL500398,ORD100072,2024-01-07 18:09:00,51,On Time,2024-01-10 18:03:35
DEL500987,ORD100546,2024-01-18 16:59:00,144,Delivered,2024-01-25 05:44:43
DEL501516,ORD101926,2024-02-19 07:26:00,9,Delivered,2024-02-25 08:48:57
DEL500675,ORD100730,2024-01-24 09:12:00,105,Late,2024-01-22 14:44:31
DEL500021,ORD101793,2024-02-14 20:52:00,128,Delivered,2024-02-14 09:22:31
DEL500884,ORD100136,2024-01-14 19:55:00,66,Delivered,2024-01-13 16:58:51
DEL500384,ORD101740,2024-02-25 16:26:00,114,DELIVERED,2024-02-20 19:11:09
DEL500568,ORD100222,2024-01-15 11:34:00,93,Complete,2024-01-12 18:45:54
DEL500348,ORD101020,2024-02-08 18:07:00,114,Delivered,2024-02-01 21:01:44
DEL501897,ORD101023,2024-02-02 18:38:00,39,Late,2024-01-26 12:31:40
DEL500456,ORD100587,2024-01-19 16:03:00,151,Delivered,2024-01-20 10:52:28
DEL501319,ORD101678,2024-02-17 08:24:00,128,Complete,2024-02-20 19:10:07
DEL500712,ORD101116,2024-02-03 11:09:00,135,DELIVERED,2024-02-01 19:31:16
DEL500803,ORD101393,2024-02-08 19:17:00,175,Delivered,2024-02-07 06:38:47
DEL501770,ORD101883,2024-02-24 17:28:00,122,Delivered,2024-02-21 02:04:15
DEL501540,ORD100493,2024-01-16 13:28:00,104,On Time,2024-01-20 05:30:54
DEL500656,ORD102103,2024-03-01 14:07:00,133,On Time,2024-02-24 23:01:41
DEL500363,ORD102238,2024-03-08 10:43:00,119,Complete,2024-03-07 07:38:57
DEL501155,ORD101479,2024-02-14 12:17:00,128,DELIVERED,2024-02-11 23:24:10
DEL501218,ORD101772,2024-02-18 10:52:00,98,On Time,2024-02-21 17:17:56
DEL501638,ORD100071,2024-01-07 15:15:00,139,completed,2024-01-11 07:00:57
DEL501576,ORD101013,2024-02-04 16:14:00,73,Complete,2024-02-04 16:35:43
DEL500473,ORD101332,2024-02-14 20:27:00,189,DELIVERED,2024-02-11 08:18:45
DEL501398,ORD100699,2024-01-24 08:05:00,114,Late,2024-01-25 04:15:42
DEL500477,ORD101426,2024-02-09 14:04:00,127,On Time,2024-02-05 18:18:01
DEL501116,ORD100999,2024-02-03 07:13:00,194,On Time,2024-01-31 09:54:04
DEL501492,ORD100107,2024-01-08 09:44:00,126,Complete,2024-01-08 13:28:21
DEL501728,ORD100214,2024-01-08 16:32:00,117,Complete,2024-01-14 04:32:23
DEL500709,ORD101162,2024-02-05 11:04:00,140,On Time,2024-02-06 22:15:48
DEL500208,ORD101059,2024-01-30 17:46:00,133,Delivered,2024-01-31 08:07:14
DEL500664,ORD101996,2024-02-27 08:06:00,116,On Time,2024-02-21 01:11:57
DEL501863,ORD101038,2024-02-04 08:44:00,54,DELIVERED,2024-01-29 19:07:36
DEL501603,ORD102363,2024-03-04 10:32:00,166,On Time,2024-03-07 22:42:28
DEL500227,ORD100472,2024-01-17 10:33:00,96,Complete,2024-01-18 07:31:02
DEL500264,ORD101660,2024-02-11 15:20:00,146,Delivered,2024-02-18 03:55:39
DEL500517,ORD101057,2024-02-03 18:59:00,97,Late,2024-01-29 13:03:25
DEL501322,ORD100792,2024-01-22 20:53:00,117,Complete,2024-01-24 11:41:56
DEL501137,ORD101861,2024-02-18 13:08:00,117,Delivered,2024-02-18 06:15:16
DEL500816,ORD100446,2024-01-17 16:08:00,99,Complete,2024-01-17 20:24:54
DEL500233,ORD101303,2024-02-05 11:49:00,127,On Time,2024-02-12 08:45:08
DEL501713,ORD101392,2024-02-09 08:31:00,29,Late,2024-02-05 23:22:32
DEL500514,ORD101389,2024-02-09 14:40:00,103,On Time,2024-02-12 00:21:57
DEL500826,ORD101930,2024-02-27 09:11:00,172,Complete,2024-02-19 13:39:16
DEL500205,ORD101713,2024-02-25 16:19:00,47,Delivered,2024-02-17 21:08:38
DEL500353,ORD101444,2024-02-13 17:52:00,78,Delivered,2024-02-11 10:26:35
DEL501024,ORD100591,2024-01-23 14:33:00,70,On Time,2024-01-24 16:12:49
DEL501820,ORD102172,2024-02-29 18:34:00,89,Complete,2024-02-25 22:45:33
DEL500140,ORD100100,2024-01-07 18:46:00,118, delivered ,2024-01-10 23:14:25
DEL501586,ORD100853,2024-01-30 08:50:00,125,On Time,2024-01-26 07:39:36
DEL501945,ORD100970,2024-01-29 17:09:00,90,Complete,2024-01-29 03:02:52
DEL501572,ORD100353,2024-01-19 12:13:00,168,On Time,2024-01-19 12:43:57
DEL500184,ORD101439,2024-02-09 15:41:00,117,DELIVERED,2024-02-08 01:39:52
DEL500694,ORD101117,2024-02-02 13:19:00,100,DELIVERED,2024-02-02 04:55:32
DEL501714,ORD101745,2024-02-15 13:32:00,99,Late,2024-02-14 03:04:37
DEL500320,ORD100486,2024-01-16 17:01:00,87,Late,2024-01-23 19:20:16
DEL501966,ORD100887,2024-01-31 08:43:00,144,DELIVERED,2024-01-31 10:59:04
DEL501633,ORD101731,2024-02-16 12:15:00,175,On Time,2024-02-14 18:17:44
DEL500614,ORD102262,2024-03-03 10:24:00,153,Late,2024-02-29 04:23:26
DEL500085,ORD100199,2024-01-11 19:55:00,166,Complete,2024-01-15 18:57:49
DEL500003,ORD100972,2024-01-29 19:39:00,104,On Time,2024-02-01 13:07:41
DEL500683,ORD100634,2024-01-23 07:03:00,158,Delivered,2024-01-28 10:53:17
DEL500106,ORD101952,2024-02-23 10:57:00,100,DELIVERED,2024-02-24 07:26:42
DEL501585,ORD100718,2024-01-28 12:29:00,122,Late,2024-01-27 01:25:04
DEL500567,ORD102270,2024-03-02 10:13:00,147,Complete,2024-03-05 07:02:10
DEL500276,ORD101412,2024-02-09 16:30:00,85,Complete,2024-02-14 00:50:44
DEL500536,ORD100312,2024-01-16 15:06:00,133,Complete,2024-01-14 14:26:29
DEL501366,ORD101827,2024-02-19 17:01:00,87,DELIVERED,2024-02-24 21:54:07
DEL501725,ORD101856,2024-02-16 13:19:00,132,Late,2024-02-21 22:57:24
DEL501862,ORD100838,2024-01-29 15:06:00,86,Delivered,2024-01-31 02:05:27
DEL501980,ORDX1007,2024-02-29 20:44:00,139,Complete,2024-01-28 13:33:41
DEL500492,ORD101700,2024-02-16 12:54:00,139,Complete,2024-02-14 16:55:14
DEL500381,ORD101087,2024-01-30 11:11:00,127,Late,2024-01-29 21:40:27
DEL501788,ORD101663,2024-02-18 16:26:00,141,Late,2024-02-18 22:04:32
DEL501815,ORD100500,2024-01-17 16:28:00,94,Late,2024-01-15 22:11:10
DEL500699,ORD101464,2024-02-14 14:05:00,148,Delivered,2024-02-09 13:12:20
DEL500290,ORD101749,2024-02-15 18:18:00,69,DELIVERED,2024-02-16 01:57:03
DEL501409,ORD101419,2024-02-11 11:32:00,234,Complete,2024-02-07 08:40:38
DEL500787,ORD100267,2024-01-16 12:06:00,87,completed,2024-01-13 10:15:29
DEL501847,ORD100691,2024-01-21 11:02:00,60,Complete,2024-01-26 09:30:53
DEL501044,ORD101268,2024-02-06 13:39:00,120,Complete,2024-02-09 08:00:25
DEL501019,ORD101093,2024-02-05 17:55:00,140,Delivered,2024-02-03 02:47:42
DEL500886,ORD100245,2024-01-11 08:24:00,162,Complete,2024-01-18 15:10:01
DEL501344,ORD100943,2024-01-29 17:28:00,99,Late,2024-01-31 15:32:33
DEL500313,ORD102336,2024-03-06 18:47:00,80,On Time,2024-03-05 10:43:17
DEL501263,ORD102073,2024-02-24 08:31:00,128,completed,2024-02-26 05:12:16
DEL500631,ORD101640,2024-02-20 15:47:00,104,Late,2024-02-14 00:31:45
DEL501854,ORD102335,2024-03-06 09:16:00,78,On Time,2024-03-07 20:09:46
DEL501589,ORD100864,2024-01-24 07:57:00,175,On Time,2024-01-25 19:36:23
DEL500355,ORD101442,2024-02-11 19:04:00,117,Delivered,2024-02-08 05:09:05
DEL500838,ORD101593,2024-02-11 07:00:00,82,On Time,2024-02-15 23:06:21
DEL500717,ORD101723,2024-02-19 14:15:00,68,Delivered,2024-02-18 23:36:30
DEL500298,ORD100219,2024-01-12 18:16:00,72,Complete,2024-01-16 01:34:15
DEL501161,ORD100816,2024-01-24 08:17:00,147,On Time,2024-01-31 22:00:07
DEL501346,ORD100026,2024-01-06 15:04:00,99,ONTIME,2024-01-12 02:44:12
DEL500383,ORD102156,2024-02-23 20:07:00,154,Complete,2024-02-28 20:42:25
DEL501889,ORD100614,2024-01-25 19:27:00,182,DELIVERED,2024-01-22 07:38:25
DEL500086,ORD101830,2024-02-21 08:51:00,169,Late,2024-02-20 16:48:40
DEL501109,ORD101110,2024-02-06 08:30:00,64,Late,2024-02-07 18:21:58
DEL501733,ORD101887,2024-02-25 18:51:00,124,Late,2024-02-18 07:36:12
DEL500689,ORD100877,2024-01-27 20:25:00,161,Late,2024-01-30 17:25:30
DEL500380,ORD100047,2024-01-05 09:07:00,143,DELIVERED,2024-01-03 21:47:35
DEL500721,ORD101482,2024-02-14 08:51:00,143,DELIVERED,2024-02-10 11:21:38
DEL501929,ORD100444,2024-01-17 11:46:00,120,Late,2024-01-18 12:31:49
DEL501511,ORD100494,2024-01-27 11:20:00,109,DELIVERED,2024-01-20 05:05:41
DEL500779,ORD100180,2024-01-10 09:01:00,110,DELIVERED,2024-01-13 08:21:42
DEL501301,ORD102163,2024-03-02 14:22:00,108,On Time,2024-03-02 12:20:19
DEL501295,ORD101434,2024-02-08 12:22:00,68,On Time,2024-02-05 18:09:00
DEL500768,ORD100848,2024-01-30 09:03:00,207,Complete,2024-01-29 17:37:27
DEL501648,ORD100296,2024-01-15 14:42:00,139,Late,2024-01-10 19:34:47
DEL500972,ORD100502,2024-01-21 20:07:00,120,On Time,2024-01-16 19:24:35
DEL500529,ORD101971,2024-02-25 13:43:00,131,DELIVERED,2024-02-23 02:14:28
DEL501954,ORD101431,2024-02-12 16:36:00,147,Late,2024-02-07 16:05:12
DEL501853,ORD100029,2024-01-05 11:19:00,108,DELIVERED,2024-01-02 15:04:32
DEL501441,ORD100740,2024-01-26 12:21:00,95,completed,2024-01-22 01:23:35
DEL501922,ORD101398,2024-02-07 19:40:00,147,Late,2024-02-07 10:12:59
DEL500489,ORD100164,2024-01-15 16:09:00,115,Complete,2024-01-08 01:43:23
DEL500051,ORD100079,2024-01-11 16:44:00,147,DELIVERED,2024-01-13 06:01:54
DEL500578,ORD100011,2024-01-03 11:17:00,106,Late,2024-01-06 17:59:43
DEL500305,ORD100776,2024-01-23 08:38:00,183,Delivered,2024-01-23 23:25:47
DEL500192,ORD101936,2024-02-21 09:16:00,112,Late,2024-02-25 13:49:01
DEL501813,ORD102045,2024-02-24 20:49:00,143,Delivered,2024-02-29 05:36:49
DEL500622,ORD100373,2024-01-17 11:04:00,32,Late,2024-01-12 16:30:37
DEL501280,ORD100973,2024-01-30 16:44:00,182,Complete,2024-01-30 11:01:07
DEL501925,ORD100271,2024-01-18 13:46:00,105,Delivered,2024-01-12 15:03:03
DEL501463,ORD100404,2024-01-17 19:21:00,132,Late,2024-01-18 01:09:45
DEL501838,ORD100127,2024-01-10 12:18:00,62,On Time,2024-01-06 02:35:08
DEL500026,ORD101648,2024-02-16 18:25:00,113,Late,2024-02-14 07:34:03
DEL500546,ORD101058,2024-01-27 11:43:00,216,Late,2024-02-01 01:36:07
DEL500750,ORD102337,2024-03-05 14:32:00,105,On Time,2024-03-05 14:12:55
DEL501332,ORD100417,2024-01-19 20:18:00,146,DELIVERED,2024-01-14 12:49:52
DEL501152,ORD102202,2024-03-02 19:40:00,66,On Time,2024-03-04 01:26:12
DEL500878,ORD100257,2024-01-12 15:27:00,119,Complete,2024-01-18 02:35:40
DEL501508,ORD102405,2024-03-09 11:13:00,63,Complete,2024-03-02 08:36:52
DEL500924,ORD102211,2024-03-03 11:58:00,156,Delivered,2024-03-02 04:42:19
DEL501569,ORD100980,2024-01-25 08:34:00,110,Late,2024-01-31 20:52:09
DEL501729,ORD100851,2024-01-29 13:46:00,63,On Time,2024-02-01 12:38:06
DEL501379,ORD100544,2024-01-23 13:40:00,126,DELIVERED,2024-01-23 06:03:42
DEL500572,ORD102409,2024-03-11 18:49:00,144,Late,2024-03-05 11:12:53
DEL500158,ORD100748,2024-01-26 20:08:00,157,Late,2024-01-21 13:49:35
DEL501525,ORD100230,2024-01-11 19:35:00,147,Late,2024-01-08 21:40:32
DEL501461,ORD101370,2024-02-06 20:36:00,130,Late,2024-02-09 06:45:29
DEL501271,ORD101800,2024-02-21 16:08:00,85,On Time,2024-02-21 00:24:43
DEL501004,ORD102022,2024-02-26 10:13:00,136,DELIVERED,2024-02-23 06:53:24
DEL501506,ORD101657,2024-02-19 18:02:00,102,On Time,2024-02-18 06:22:30
DEL501257,ORD100251,2024-01-16 17:31:00,85,Delivered,2024-01-16 18:28:11
DEL501058,ORD100846,2024-02-01 12:05:00,124,On Time,2024-01-24 21:50:19
DEL500885,ORD100474,2024-01-20 13:40:00,93,Late,2024-01-19 05:58:51
DEL501562,ORD100560,2024-01-23 18:11:00,163,Late,2024-01-22 21:28:02
DEL500008,ORD100385,2024-01-20 13:36:00,124,On Time,2024-01-12 06:13:13
DEL500561,ORD101632,2024-02-13 18:58:00,93,Delivered,2024-02-12 10:54:56
DEL500400,ORD100873,2024-01-31 10:09:00,160,DELIVERED,2024-01-26 13:09:42
DEL500432,ORD100376,2024-01-18 09:14:00,118,Delivered,2024-01-13 07:06:16
DEL500700,ORD100166,2024-01-14 18:59:00,71,Late,2024-01-08 05:21:15
DEL501814,ORD102014,2024-02-27 12:38:00,130, delivered ,2024-02-27 07:42:16
DEL501387,ORD100631,2024-01-26 18:29:00,125,Late,2024-01-22 07:47:46
DEL500329,ORD101416,2024-02-11 12:15:00,142,Delivered,2024-02-14 02:18:45
DEL501341,ORD101581,2024-02-13 20:52:00,94,On Time,2024-02-09 16:42:53
DEL501840,ORD101171,2024-02-03 09:19:00,154,Late,2024-01-31 20:46:35
DEL501948,ORD101383,2024-02-04 18:43:00,129,Complete,2024-02-04 17:22:06
DEL501273,ORD101616,2024-02-12 18:31:00,156,DELIVERED,2024-02-20 00:28:24
DEL500601,ORD101764,2024-02-22 15:25:00,66,On Time,2024-02-14 13:33:00
DEL501340,ORD100603,2024-01-26 08:35:00,130,Late,2024-01-25 10:10:49
DEL501153,ORD100653,2024-01-27 18:48:00,180,Late,2024-01-26 11:50:00
DEL500196,ORD100942,2024-01-29 07:21:00,203,DELIVERED,2024-01-28 15:43:27
DEL500063,ORD100240,2024-01-19 11:16:00,98,DELIVERED,2024-01-16 20:31:44
DEL500574,ORD101056,2024-02-05 12:35:00,100,Complete,2024-02-02 09:39:40
DEL501551,ORD101200,2024-02-01 20:43:00,181,DELIVERED,2024-02-06 21:51:02
DEL500652,ORD102250,2024-03-11 07:01:00,179,Late,2024-03-01 11:49:35
DEL500742,ORD101970,2024-02-25 11:52:00,62,DELIVERED,2024-02-25 10:58:24
DEL501545,ORD101643,2024-02-19 13:29:00,78,Complete,2024-02-12 18:58:08
DEL501965,ORD101004,2024-02-04 07:20:00,130,Complete,2024-02-05 04:25:31
DEL500853,ORD101425,2024-02-13 12:14:00,135,On Time,2024-02-11 09:11:52
DEL500292,ORD102129,2024-02-25 19:07:00,122,Late,2024-02-24 13:42:54
DEL500757,ORD102378,2024-03-09 07:29:00,117,DELIVERED,2024-03-01 04:46:40
DEL501122,ORD102353,2024-03-08 10:04:00,154,DELIVERED,2024-02-29 18:29:26
DEL501118,ORD101589,2024-02-17 14:09:00,170,DELIVERED,2024-02-19 06:26:26
DEL501134,ORD102332,2024-02-28 18:37:00,147,On Time,2024-03-01 09:08:45
DEL500470,ORD101002,2024-02-07 19:14:00,102,ONTIME,2024-01-28 11:12:38
DEL500758,ORD101862,2024-02-20 19:41:00,60,Late,2024-02-25 09:11:02
DEL501924,ORD100356,2024-01-16 13:15:00,169,Late,2024-01-12 12:22:35
DEL501059,ORD101750,2024-02-15 13:52:00,116,Complete,2024-02-19 05:19:32
DEL500247,ORD100131,2024-01-08 14:37:00,90,DELIVERED,2024-01-12 17:09:24
DEL500156,ORD102006,2024-02-24 17:51:00,86,DELIVERED,2024-02-29 00:19:31
DEL500649,ORD102293,2024-03-02 19:50:00,151,DELIVERED,2024-03-04 22:42:57
DEL501895,ORD100498,2024-01-18 13:08:00,129,Complete,2024-01-15 01:36:56
DEL500959,ORD100416,2024-01-14 09:01:00,80,Complete,2024-01-16 07:05:46
DEL500849,ORD100522,2024-01-16 19:12:00,86,On Time,2024-01-22 10:06:30
DEL501552,ORD101960,2024-02-27 20:02:00,109,Complete,2024-02-25 18:01:46
DEL501741,ORD100305,2024-01-15 20:16:00,166,Complete,2024-01-18 06:19:10
DEL501755,ORD102399,2024-03-07 18:56:00,123,Late,2024-03-07 01:42:42
DEL501443,ORD101901,2024-02-19 19:09:00,129,Late,2024-02-21 11:55:36
DEL500115,ORD100145,2024-01-14 15:12:00,145, delivered ,2024-01-05 16:43:15
DEL501970,ORD100545,2024-01-18 10:24:00,80,On Time,2024-01-26 12:28:24
DEL500474,ORD100477,2024-01-25 10:57:00,153,Delivered,2024-01-16 20:50:40
DEL501566,ORD100858,2024-01-25 18:47:00,163,On Time,2024-01-28 19:13:42
DEL500539,ORD100359,2024-01-18 09:47:00,121,Delivered,2024-01-14 05:00:19
DEL500416,ORD101860,2024-02-25 10:49:00,125,Late,2024-02-18 22:35:34
DEL500472,ORD102143,2024-02-29 14:04:00,122,Delivered,2024-03-01 07:40:22
DEL501877,ORD100042,2024-01-07 15:16:00,110,On Time,2024-01-04 00:13:42
DEL501808,ORD101148,2024-02-04 07:22:00,28,DELIVERED,2024-02-04 01:07:35
DEL501761,ORD101532,2024-02-17 14:09:00,73,DELIVERED,2024-02-16 18:18:38
DEL501622,ORD102091,2024-03-01 15:24:00,112,DELIVERED,2024-02-28 21:38:08
DEL500070,ORD100623,2024-01-26 17:31:00,92,On Time,2024-01-22 23:56:30
DEL500013,ORD100606,2024-01-18 12:01:00,125,On Time,2024-01-19 23:02:05
DEL500285,ORD100051,2024-01-05 15:41:00,118,Delivered,2024-01-04 10:56:44
DEL501792,ORD101473,2024-02-13 13:19:00,131,Late,2024-02-13 12:10:04
DEL501627,ORD100510,2024-01-17 20:07:00,117,Late,2024-01-17 18:26:38
DEL500045,ORD102021,2024-02-21 17:53:00,152,DELIVERED,2024-02-22 16:08:33
DEL500968,ORD101118,2024-01-31 17:40:00,99,Late,2024-02-02 07:06:50
DEL500749,ORD100698,2024-01-28 12:01:00,119,Delivered,2024-01-25 08:37:33
DEL501906,ORD101600,2024-02-17 19:43:00,209,On Time,2024-02-17 07:39:07
DEL501636,ORD101929,2024-02-24 18:33:00,114,Complete,2024-02-25 05:30:30
DEL501191,ORD101517,2024-02-13 17:11:00,105,Late,2024-02-08 22:43:26
DEL501978,ORDX1005,2024-02-09 11:39:55,163,Complete,2024-02-23 18:16:49
DEL500872,ORD102350,2024-03-04 20:07:00,144,Late,2024-02-29 15:24:30
DEL500427,ORD100326,2024-01-18 14:14:00,158,Delivered,2024-01-20 10:24:11
DEL500621,ORD101942,2024-02-19 13:00:00,80,Complete,2024-02-21 18:59:46
DEL500469,ORD101015,2024-01-31 19:21:00,131,DELIVERED,2024-01-29 17:49:18
DEL501323,ORD100162,2024-01-13 19:29:00,124,On Time,2024-01-10 15:09:56
DEL500569,ORD101794,2024-02-14 09:06:00,73,DELIVERED,2024-02-22 18:21:32
DEL501509,ORD101463,2024-02-14 17:57:00,132,On Time,2024-02-16 17:03:20
DEL501160,ORD100935,2024-02-04 09:24:00,164,Delivered,2024-02-02 06:50:55
DEL501935,ORD101316,2024-02-07 19:07:00,73,Delivered,2024-02-11 09:47:39
DEL501959,ORD102141,2024-02-25 08:07:00,194,Complete,2024-02-25 16:18:23
DEL501702,ORD102225,2024-03-03 15:36:00,134,Delivered,2024-02-29 22:55:58
DEL500423,ORD100338,2024-01-17 11:10:00,58,Late,2024-01-13 10:35:41
DEL500604,ORD101119,2024-02-05 16:00:00,76,Delivered,2024-02-08 13:07:55
DEL500763,ORD102428,2024-03-03 14:26:00,88,Late,2024-03-05 15:24:25
DEL501621,ORD101098,2024-02-08 14:17:00,171,On Time,2024-02-04 18:39:52
DEL500183,ORD100909,2024-01-31 11:57:00,175,Delivered,2024-02-02 23:09:48
DEL500647,ORD100923,2024-01-31 15:27:00,80,Delivered,2024-01-30 13:30:37
DEL501290,ORD100276,2024-01-13 13:07:00,91,Late,2024-01-15 06:25:32
DEL500518,ORD100900,2024-01-27 18:04:00,137,Delivered,2024-01-28 11:46:37
DEL500502,ORD101617,2024-02-14 16:46:00,113,DELIVERED,2024-02-13 04:31:28
DEL500999,ORD100056,2024-01-04 08:27:00,116,On Time,2024-01-06 14:24:55
DEL501162,ORD100366,2024-01-19 15:57:00,103,DELIVERED,2024-01-18 07:19:00
DEL501121,ORD100151,2024-01-08 18:50:00,121,On Time,2024-01-13 10:22:14
DEL500767,ORD101621,2024-02-19 13:57:00,152,Delivered,2024-02-15 06:22:22
DEL501000,ORD100884,2024-01-26 11:08:00,145,DELIVERED,2024-01-28 08:18:16
DEL500563,ORD101771,2024-02-18 11:16:00,146,DELIVERED,2024-02-24 12:18:11
DEL501605,ORD102252,2024-03-01 13:41:00,129,DELIVERED,2024-02-29 06:17:25
DEL500802,ORD102078,2024-02-29 12:36:00,147,On Time,2024-02-25 20:03:39
DEL501870,ORD101835,2024-02-22 07:38:00,57,DELIVERED,2024-02-19 10:15:10
DEL501988,ORDX1015,2024-01-27 13:12:14,96,Complete,2024-02-08 10:24:34
DEL500253,ORD100985,2024-01-29 07:11:00,125,DELIVERED,2024-01-28 14:48:21
DEL501829,ORD100350,2024-01-11 13:24:00,157,On Time,2024-01-19 14:30:17
DEL501174,ORD100696,2024-01-20 08:46:00,129,Delivered,2024-01-21 04:25:54
DEL501286,ORD101568,2024-02-18 16:25:00,97,Late,2024-02-11 14:18:53
DEL501445,ORD101252,2024-02-03 14:13:00,126,Late,2024-02-02 12:15:56
DEL501700,ORD101301,2024-02-09 17:00:00,86,DELIVERED,2024-02-06 10:10:52
DEL500902,ORD101881,2024-02-23 10:39:00,62,Late,2024-02-23 10:18:53
DEL501389,ORD101053,2024-02-02 09:21:00,147,On Time,2024-02-01 21:08:54
DEL500149,ORD101928,2024-02-23 09:27:00,124,On Time,2024-02-18 23:09:40
DEL501243,ORD101417,2024-02-06 16:15:00,153,DELIVERED,2024-02-09 01:15:18
DEL500190,ORD101967,2024-02-26 16:48:00,115,DELIVERED,2024-02-24 17:37:19
DEL500373,ORD100233,2024-01-12 13:01:00,172,Complete,2024-01-13 03:24:23
DEL500730,ORD100394,2024-01-20 15:33:00,102,Late,2024-01-21 12:26:45
DEL500644,ORD102365,2024-03-06 14:09:00,92,Late,2024-03-05 02:30:24
DEL501631,ORD101778,2024-02-23 11:35:00,131,Delivered,2024-02-16 01:20:23
DEL500670,ORD100015,2024-01-05 16:54:00,87,On Time,2024-01-04 10:16:08
DEL501182,ORD100854,2024-01-27 08:54:00,183,Delivered,2024-01-30 21:58:43
DEL501399,ORD101014,2024-01-30 18:02:00,158,Late,2024-01-29 05:03:25
DEL500118,ORD101540,2024-02-10 19:53:00,66,ONTIME,2024-02-11 13:31:54
DEL500182,ORD101309,2024-02-09 17:40:00,102,Delivered,2024-02-06 15:48:17
DEL501326,ORD101722,2024-02-16 19:40:00,120,On Time,2024-02-13 16:47:01
DEL501938,ORD100119,2024-01-09 20:01:00,107,On Time,2024-01-08 10:56:27
DEL500961,ORD102384,2024-03-05 20:34:00,74,DELIVERED,2024-03-04 09:34:52
DEL501201,ORD101254,2024-02-15 17:26:00,79,DELIVERED,2024-02-05 08:48:06
DEL501915,ORD101390,2024-02-12 09:50:00,84,On Time,2024-02-07 03:26:31
DEL501028,ORD101031,2024-02-02 10:56:00,115,On Time,2024-01-30 16:48:19
DEL500426,ORD101304,2024-02-04 13:02:00,101,On Time,2024-02-11 06:52:13
DEL500486,ORD100488,2024-01-17 08:08:00,174,Delivered,2024-01-15 07:27:41
DEL501333,ORD101694,2024-02-25 18:08:00,133,Late,2024-02-18 23:46:28
DEL500216,ORD101263,2024-02-02 13:08:00,140,DELIVERED,2024-02-06 21:03:38
DEL500806,ORD101965,2024-02-24 11:10:00,111,Delivered,2024-02-19 01:40:11
DEL500250,ORD101841,2024-02-22 15:15:00,114,DELIVERED,2024-02-24 09:47:02
DEL501758,ORD101548,2024-02-10 19:06:00,143,Complete,2024-02-11 05:54:13
DEL500464,ORD100216,2024-01-15 15:47:00,55,Late,2024-01-15 14:49:34
DEL500480,ORD101507,2024-02-13 17:40:00,174,Late,2024-02-12 20:53:03
DEL500927,ORD102381,2024-03-09 20:02:00,125,Complete,2024-03-07 08:05:05
DEL500238,ORD101235,2024-02-05 07:24:00,68,On Time,2024-02-05 04:44:26
DEL500784,ORD100190,2024-01-11 20:51:00,147,Late,2024-01-09 05:27:07
DEL501668,ORD102177,2024-03-02 16:51:00,148,DELIVERED,2024-03-04 07:35:02
DEL500012,ORD101048,2024-02-06 17:57:00,91,On Time,2024-01-27 16:52:49
DEL500770,ORD100939,2024-01-26 12:38:00,105,Late,2024-01-31 19:29:39
DEL500719,ORD100400,2024-01-18 15:01:00,129,Late,2024-01-19 01:39:40
DEL500512,ORD101190,2024-02-05 11:35:00,207,On Time,2024-02-01 06:01:37
DEL500023,ORD100726,2024-01-21 20:40:00,124,On Time,2024-01-24 10:39:21
DEL501819,ORD100548,2024-01-18 07:17:00,140,Late,2024-01-17 19:18:07
DEL500122,ORD100258,2024-01-10 11:41:00,133,On Time,2024-01-11 15:09:19
DEL500151,ORD101703,2024-02-17 14:05:00,169,DELIVERED,2024-02-20 09:02:26
DEL501454,ORD101850,2024-02-20 14:43:00,-117,On Time,2024-02-19 03:23:45
DEL500482,ORD102115,2024-02-24 09:50:00,90,Late,2024-02-24 19:09:55
DEL500591,ORD102301,2024-03-03 18:02:00,129,Delivered,2024-02-28 11:59:18
DEL501676,ORD100064,2024-01-09 17:03:00,152,Late,2024-01-06 23:20:25
