order_id,plant_id,supplier_id,material_id,order_date,expected_delivery_date,quantity,status,updated_at
ORD101160,NJ01,SUP001,MAT0008,2024-01-29 08:03:39,2024-02-05,139,Open,2024-01-30 08:03:39
ORD100233,SH01,SUP001,MAT0046,2024-01-07 16:24:23,2024-01-13,149,Created,2024-01-08 14:24:23
ORD101236,NJ02,SUP001,MAT0064,2024-01-31 08:36:55,2024-02-04,116,CONFIRMED,2024-02-01 06:36:55
ORD100625,SH01,SUP003,MAT0003,2024-01-17 17:56:40,2024-01-20,178,Confirmed,2024-01-19 09:56:40
ORD100657,NJ02,SUP010,MAT0074,2024-01-17 11:35:35,2024-01-26,106,Open,2024-01-19 08:35:35
ORD101400,SH01,SUP002,MAT0039,2024-02-03 13:03:32,2024-02-11,99,Created,2024-02-04 06:03:32
ORD101361,SH01,SUP008,MAT0010,2024-02-03 18:27:24,2024-02-05,107,Open,2024-02-04 01:27:24
ORD101889,SH01,SUP011,MAT0047,2024-02-16 08:49:49,2024-02-19,212,OPEN,2024-02-18 07:49:49
ORD100626,SH01,SUP007,MAT0005,2024-01-17 06:52:37,2024-01-25,110,Confirmed,2024-01-17 22:52:37
ORD101586,NJ02,SUP018,MAT0026,2024-02-08 18:12:16,2024-02-12,96,Open,2024-02-09 13:12:16
ORD100134,NJ02,SUP015,MAT0042,2024-01-04 11:35:48,2024-01-14,108,CREATED,2024-01-06 07:35:48
ORD100047,NJ02,SUP010,MAT0078,2024-01-02 07:47:35,2024-01-06,132,CREATED,2024-01-04 04:47:35
ORD101405,SH01,SUP012,MAT0031,2024-02-03 17:49:37,2024-02-13,137,CONFIRMED,2024-02-04 10:49:37
ORD101087,NJ01,SUP017,MAT0044,2024-01-27 12:40:27,2024-01-30,137,OPEN,2024-01-29 07:40:27
ORD100095,NJ01,SUP003,MAT0036,2024-01-03 17:37:17,2024-01-10,129,OPEN,2024-01-04 08:37:17
ORD102156,SH01,SUP020,MAT0039,2024-02-22 11:42:25,2024-02-24,132,Open,2024-02-23 11:42:25
ORD101740,NJ01,SUP001,MAT0040,2024-02-12 12:11:09,2024-02-21,117,CONFIRMED,2024-02-13 00:11:09
ORD100089,NJ02,SUP004,MAT0075,2024-01-03 17:07:49,2024-01-07,153,Created,2024-01-04 12:07:49
ORD101573,NJ02,SUP007,MAT0012,2024-02-08 09:36:47,2024-02-16,109,CREATED,2024-02-09 09:36:47
ORD102407,SH01,SUP011,MAT0005,2024-02-29 08:29:39,2024-03-02,151,Open,2024-03-02 03:29:39
ORD100558,SH01,SUP015,MAT0024,2024-01-15 12:58:37,2024-01-24,131,Confirmed,2024-01-16 12:58:37
ORD101878,NJ02,SUP010,MAT0055,2024-02-15 11:46:22,2024-02-22,82,Confirmed,2024-02-16 12:46:22
ORD101855,SH01,SUP006,MAT0068,2024-02-15 14:23:24,2024-02-24,109,OPEN,2024-02-16 01:23:24
ORD102303,SH01,SUP018,MAT0060,2024-02-26 18:28:21,2024-02-29,57,Confirmed,2024-02-27 01:28:21
ORD100099,SH01,SUP016,MAT0058,2024-01-03 18:15:44,2024-01-12,105,Created,2024-01-03 23:15:44
ORD101531,SH01,SUP011,MAT0030,2024-02-07 17:21:13,2024-02-16,138,Confirmed,2024-02-07 21:21:13
ORD101152,SH01,SUP009,MAT0012,2024-01-29 06:42:56,2024-02-07,126,CREATED,2024-01-31 03:42:56
ORD100588,SH01,SUP010,MAT0007,2024-01-16 14:24:15,2024-01-26,167,OPEN,2024-01-17 14:24:15
ORD101448,NJ01,SUP007,MAT0029,2024-02-04 14:59:58,2024-02-12,180,Created,2024-02-06 13:59:58
ORD101112,NJ01,SUP006,MAT0026,2024-01-28 17:05:42,2024-02-06,144,CREATED,2024-01-30 07:05:42
ORD100644,SH01,SUP017,MAT0034,2024-01-17 18:37:52,2024-01-21,99,CREATED,2024-01-19 16:37:52
ORD102419,SH01,SUP012,MAT0018,2024-02-29 16:13:25,2024-03-07,170,Created,2024-02-29 20:13:25
ORD101575,SH01,SUP014,MAT0036,2024-02-08 11:56:21,2024-02-16,150,Open,2024-02-08 23:56:21
ORD101649,SH01,SUP007,MAT0004,2024-02-10 18:57:21,2024-02-16,129,Open,2024-02-12 16:57:21
ORD100072,NJ01,SUP015,MAT0018,2024-01-03 13:03:35,2024-01-08,28,OPEN,2024-01-05 07:03:35
ORD101995,NJ02,SUP004,MAT0020,2024-02-18 13:11:34,2024-02-23,101,Confirmed,2024-02-19 12:11:34
ORD100757,NJ02,SUP017,MAT0029,2024-01-20 06:20:34,2024-01-24,94,CREATED,2024-01-20 09:20:34
ORD100873,NJ02,SUP006,MAT0034,2024-01-22 17:09:42,2024-01-31,168,CONFIRMED,2024-01-23 08:09:42
ORD101158,NJ01,SUP004,MAT0013,2024-01-29 14:20:24,2024-02-04,85,Confirmed,2024-01-30 00:20:24
ORD100604,NJ01,SUP007,MAT0069,2024-01-16 16:49:13,2024-01-24,127,CONFIRMED,2024-01-18 15:49:13
ORD101344,NJ02,SUP001,MAT0016,2024-02-02 10:40:41,2024-02-11,96,Created,2024-02-02 15:40:41
ORD100652,NJ02,SUP009,MAT0025,2024-01-17 10:38:56,2024-01-27,27,Created,2024-01-19 07:38:56
ORD100894,NJ02,SUP014,MAT0052,2024-01-22 06:32:45,2024-01-31,129,created ,2024-01-22 10:32:45
ORD101547,NJ02,SUP018,MAT0032,2024-02-07 10:49:18,2024-02-10,122,CONFIRMED,2024-02-09 03:49:18
ORD101197,SH01,SUP011,MAT0076,2024-01-30 16:50:01,2024-02-08,121,CREATED,2024-01-30 22:50:01
ORD101395,SH01,SUP008,MAT0055,2024-02-03 10:49:07,2024-02-09,112,CREATED,2024-02-04 16:49:07
ORD102142,SH01,SUP018,MAT0070,2024-02-22 08:23:42,2024-02-29,72,CREATED,2024-02-23 04:23:42
ORD102321,NJ01,SUP013,MAT0006,2024-02-27 10:58:35,2024-03-04,73,Open,2024-02-28 12:58:35
ORD101712,SH01,SUP007,MAT0015,2024-02-11 09:36:56,2024-02-15,97,Confirmed,2024-02-13 00:36:56
ORD101105,NJ02,SUP017,MAT0076,2024-01-28 10:02:31,2024-02-05,-176,CONFIRMED,2024-01-30 01:02:31
ORD102289,NJ02,SUP002,MAT0059,2024-02-26 15:59:39,2024-03-02,44,CONFIRMED,2024-02-28 04:59:39
ORD100579,NJ02,SUP010,MAT0058,2024-01-16 18:15:17,2024-01-24,156,CREATED,2024-01-17 02:15:17
ORD101635,NJ01,SUP011,MAT0056,2024-02-09 15:57:23,2024-02-16,87,Created,2024-02-10 06:57:23
ORD100885,SH01,SUP004,MAT0016,2024-01-22 15:42:57,2024-01-27,72,Created,2024-01-24 05:42:57
ORD101090,SH01,SUP002,MAT0071,2024-01-27 09:33:27,2024-02-02,204,Created,2024-01-27 11:33:27
ORD100231,NJ01,SUP003,MAT0068,2024-01-06 15:22:15,2024-01-14,49,Open,2024-01-06 19:22:15
ORD100932,SH01,SUP001,MAT0053,2024-01-23 13:31:15,2024-01-26,117,CREATED,2024-01-23 21:31:15
ORD101195,NJ01,SUP020,MAT0080,2024-01-30 12:25:06,2024-02-07,113,Created,2024-01-31 17:25:06
ORD101860,NJ01,SUP002,MAT0058,2024-02-15 10:35:34,2024-02-25,116,Confirmed,2024-02-16 19:35:34
ORD101336,SH01,SUP018,MAT0051,2024-02-02 10:44:59,2024-02-07,104,Created,2024-02-02 18:44:59
ORD102273,NJ01,SUP017,MAT0013,2024-02-26 13:38:54,2024-03-03,144,OPEN,2024-02-28 03:38:54
ORD101706,NJ02,SUP015,MAT0042,2024-02-11 07:14:07,2024-02-17,154,CREATED,2024-02-13 01:14:07
ORD101296,SH01,SUP019,MAT0021,2024-02-01 16:09:16,2024-02-06,114,Created,2024-02-01 23:09:16
ORD101325,NJ01,SUP003,MAT0044,2024-02-02 10:07:18,2024-02-05,133,CONFIRMED,2024-02-03 23:07:18
ORD102157,SH01,,MAT0062,2024-02-22 11:13:19,2024-03-01,109,CONFIRMED,2024-02-24 02:13:19
ORD100338,NJ02,,MAT0063,2024-01-09 13:35:41,2024-01-16,69,OPEN,2024-01-09 23:35:41
ORD102043,SH01,SUP013,MAT0067,2024-02-20 09:21:35,2024-02-24,141,OPEN,2024-02-20 20:21:35
ORD100954,NJ01,SUP007,MAT0072,2024-01-24 08:28:16,2024-01-31,35,CONFIRMED,2024-01-24 10:28:16
ORD101304,NJ01,SUP002,MAT0024,2024-02-01 15:52:13,2024-02-05,108,CREATED,2024-02-02 07:52:13
ORD100326,NJ02,SUP008,MAT0029,2024-01-09 10:24:11,2024-01-19,154,Open,2024-01-11 07:24:11
ORD102016,NJ02,SUP009,MAT0077,2024-02-19 10:53:57,2024-02-24,129,Created,2024-02-21 02:53:57
ORD100254,NJ01,SUP020,MAT0012,2024-01-07 15:23:29,2024-01-17,87,Created,2024-01-08 10:23:29
ORD101021,NJ02,SUP004,MAT0027,2024-01-25 12:20:36,2024-01-28,150,Open,2024-01-26 19:20:36
ORD101312,NJ01,,MAT0016,2024-02-02 12:46:53,2024-02-06,153,Confirmed,2024-02-03 05:46:53
ORD100376,SH01,SUP017,MAT0072,2024-01-10 06:06:16,2024-01-15,125,Confirmed,2024-01-12 02:06:16
ORD101768,NJ01,SUP003,MAT0024,2024-02-13 07:07:58,2024-02-16,103,Open,2024-02-14 20:07:58
ORD101151,NJ02,SUP008,MAT0051,2024-01-29 07:51:39,2024-02-06,81,Open,2024-01-30 17:51:39
ORD100897,NJ02,SUP007,MAT0023,2024-01-23 11:05:53,2024-02-01,126,Confirmed,2024-01-23 13:05:53
ORD100714,NJ01,SUP002,MAT0069,2024-01-19 13:12:20,2024-01-21,134,Created,2024-01-20 00:12:20
ORD102351,NJ02,SUP016,MAT0030,2024-02-28 13:48:15,2024-03-09,148,OPEN,2024-03-01 00:48:15
ORD101192,SH01,SUP004,MAT0011,2024-01-30 13:48:06,2024-02-08,130,In Progress,2024-01-30 15:48:06
ORD100261,SH01,SUP002,MAT0004,2024-01-07 08:42:39,2024-01-14,69,Created,2024-01-07 10:42:39
ORD100589,SH01,SUP002,MAT0002,2024-01-16 12:50:43,2024-01-23,134,CONFIRMED,2024-01-17 04:50:43
ORD101720,NJ01,SUP001,MAT0070,2024-02-11 17:48:46,2024-02-19,177,Confirmed,2024-02-12 02:48:46
ORD102426,SH01,SUP004,MAT0015,2024-02-29 12:27:27,2024-03-02,100,CONFIRMED,2024-02-29 20:27:27
ORD100156,SH01,SUP012,MAT0012,2024-01-05 09:55:43,2024-01-13,85,OPEN,2024-01-05 09:55:43
ORD101554,NJ01,SUP009,MAT0004,2024-02-08 09:01:57,2024-02-17,17,OPEN,2024-02-10 03:01:57
ORD102119,NJ02,SUP007,MAT0020,2024-02-21 14:57:53,2024-02-25,136,Confirmed,2024-02-21 14:57:53
ORD100475,NJ02,SUP003,MAT0048,2024-01-13 08:49:07,2024-01-23,82,CONFIRMED,2024-01-15 02:49:07
ORD101385,NJ01,SUP009,MAT0029,2024-02-03 07:58:31,2024-02-05,173,OPEN,2024-02-04 08:58:31
ORD100671,NJ01,SUP011,MAT0059,2024-01-18 17:28:24,2024-01-27,144,CONFIRMED,2024-01-19 22:28:24
ORD100150,SH01,SUP016,MAT0037,2024-01-04 16:49:47,2024-01-06,128,CREATED,2024-01-06 06:49:47
ORD101673,NJ02,SUP003,MAT0046,2024-02-10 17:15:28,2024-02-18,43,Confirmed,2024-02-12 01:15:28
ORD101655,NJ01,SUP010,MAT0073,2024-02-10 16:16:50,2024-02-12,124,CONFIRMED,2024-02-11 12:16:50
ORD100516,SH01,SUP003,MAT0037,2024-01-14 11:10:53,2024-01-20,88,Created,2024-01-15 11:10:53
ORD101807,NJ02,SUP010,MAT0005,2024-02-13 11:26:01,2024-02-22,134,Confirmed,2024-02-13 18:26:01
ORD100981,NJ01,SUP007,MAT0020,2024-01-25 12:21:58,2024-01-29,133,Confirmed,2024-01-26 02:21:58
ORD102059,NJ01,SUP008,MAT0040,2024-02-20 06:31:20,2024-02-24,108,Open,2024-02-21 10:31:20
ORD102196,SH01,SUP011,MAT0027,2024-02-23 16:23:45,2024-03-04,113,OPEN,2024-02-25 05:23:45
ORD101357,NJ01,SUP018,MAT0033,2024-02-03 11:17:08,2024-02-11,136,Open,2024-02-04 11:17:08
ORD101728,NJ01,SUP005,MAT0052,2024-02-11 09:55:31,2024-02-16,124,Confirmed,2024-02-12 15:55:31
ORD100234,SH01,SUP011,MAT0018,2024-01-07 09:46:42,2024-01-10,92,Created,2024-01-08 07:46:42
ORD102007,NJ01,SUP011,MAT0007,2024-02-19 07:19:57,2024-02-29,91,Confirmed,2024-02-19 08:19:57
ORD100587,SH01,SUP018,MAT0029,2024-01-16 11:52:28,2024-01-19,150,CONFIRMED,2024-01-18 04:52:28
ORD100426,NJ02,SUP007,MAT0006,2024-01-11 06:37:04,2024-01-13,177,Created,2024-01-12 07:37:04
ORD101503,SH01,SUP013,MAT0001,2024-02-06 18:58:29,2024-02-14,79,Open,2024-02-07 08:58:29
ORD101239,NJ02,SUP007,MAT0051,2024-01-31 18:38:58,2024-02-08,-163,Created,2024-02-02 04:38:58
ORD102286,SH01,SUP012,MAT0044,2024-02-26 16:23:45,2024-03-04,134,Created,2024-02-26 22:23:45
ORD100797,NJ02,SUP001,MAT0023,2024-01-21 08:25:26,2024-01-28,151,OPEN,2024-01-22 21:25:26
ORD100946,SH01,SUP001,MAT0038,2024-01-24 13:09:55,2024-01-29,69,OPEN,2024-01-26 08:09:55
ORD100836,NJ01,SUP003,MAT0040,2024-01-21 17:51:18,2024-01-26,90,Confirmed,2024-01-22 14:51:18
ORD100228,NJ02,SUP008,MAT0039,2024-01-06 15:33:27,2024-01-09,97,Created,2024-01-06 18:33:27
ORD101108,SH01,SUP014,MAT0003,2024-01-28 15:41:22,2024-02-06,153,CREATED,2024-01-29 09:41:22
ORD100216,NJ01,SUP011,MAT0080,2024-01-06 14:49:34,2024-01-16,54,CREATED,2024-01-08 04:49:34
ORD101480,SH01,SUP018,MAT0060,2024-02-06 07:22:29,2024-02-15,115,Created,2024-02-06 12:22:29
ORD100205,SH01,SUP002,MAT0058,2024-01-06 12:29:37,2024-01-16,139,Confirmed,2024-01-08 05:29:37
ORD100650,NJ02,SUP012,MAT0076,2024-01-17 14:27:14,2024-01-26,111,CONFIRMED,2024-01-19 14:27:14
ORD100322,SH01,SUP020,MAT0042,2024-01-09 10:14:52,2024-01-16,119,CREATED,2024-01-10 05:14:52
ORD102325,SH01,SUP001,MAT0061,2024-02-27 16:58:36,2024-03-01,86,CREATED,2024-02-29 14:58:36
ORD100121,SH01,SUP015,MAT0036,2024-01-03 18:11:30,2024-01-13,70,CREATED,2024-01-05 07:11:30
ORD101015,NJ01,SUP001,MAT0076,2024-01-25 11:49:18,2024-02-01,156,Created,2024-01-25 19:49:18
ORD101002,NJ01,SUP008,MAT0055,2024-01-25 11:12:38,2024-02-02,121,CONFIRMED,2024-01-26 18:12:38
ORD100764,NJ01,SUP011,MAT0045,2024-01-20 12:27:23,2024-01-27,141,Confirmed,2024-01-22 05:27:23
ORD102143,NJ01,SUP019,MAT0052,2024-02-22 17:40:22,2024-03-01,-126,Open,2024-02-23 22:40:22
ORD101332,NJ01,SUP011,MAT0020,2024-02-02 13:18:45,2024-02-10,161,CONFIRMED,2024-02-03 02:18:45
ORD100477,SH01,SUP011,MAT0023,2024-01-13 12:50:40,2024-01-22,150,CONFIRMED,2024-01-14 23:50:40
ORD101072,NJ01,SUP005,MAT0007,2024-01-27 16:51:28,2024-01-29,152,CREATED,2024-01-28 03:51:28
ORD101618,SH01,SUP001,MAT0013,2024-02-09 18:50:12,2024-02-12,125,CREATED,2024-02-09 20:50:12
ORD101329,NJ02,SUP005,MAT0038,2024-02-02 12:00:34,2024-02-11,140,CREATED,2024-02-03 19:00:34
ORD101426,NJ01,SUP006,MAT0051,2024-02-04 16:18:01,2024-02-10,115,CONFIRMED,2024-02-06 06:18:01
ORD102167,NJ02,SUP020,MAT0043,2024-02-22 10:54:10,2024-02-24,193,OPEN,2024-02-22 17:54:10
ORD100466,NJ02,SUP013,MAT0035,2024-01-12 18:31:22,2024-01-22,130,CREATED,2024-01-12 19:31:22
ORD100090,NJ02,SUP007,MAT0010,2024-01-03 15:43:58,2024-01-11,95,Confirmed,2024-01-05 11:43:58
ORD101507,NJ01,SUP013,MAT0023,2024-02-06 12:53:03,2024-02-14,178,OPEN,2024-02-07 08:53:03
ORD101404,NJ01,SUP011,MAT0047,2024-02-03 07:42:00,2024-02-13,176,CONFIRMED,2024-02-04 06:42:00
ORD102115,SH01,SUP011,MAT0042,2024-02-21 09:09:55,2024-02-25,84,OPEN,2024-02-23 09:09:55
ORD101277,NJ01,SUP009,MAT0041,2024-02-01 13:47:56,2024-02-08,158,CONFIRMED,2024-02-03 13:47:56
ORD102154,NJ01,SUP001,MAT0003,2024-02-22 09:34:40,2024-02-25,136,confirmed,2024-02-23 03:34:40
ORD100055,SH01,SUP008,MAT0035,2024-01-02 17:59:21,2024-01-10,90,CREATED,2024-01-04 13:59:21
ORD100488,SH01,SUP014,MAT0021,2024-01-13 06:27:41,2024-01-17,152,Created,2024-01-13 12:27:41
ORD100294,NJ02,SUP016,MAT0062,2024-01-08 06:35:59,2024-01-12,100,CONFIRMED,2024-01-08 18:35:59
ORD102374,SH01,SUP020,MAT0070,2024-02-28 18:08:15,2024-03-01,84,Created,2024-02-29 09:08:15
ORD101538,NJ02,SUP011,MAT0045,2024-02-07 18:26:46,2024-02-13,136,OPEN,2024-02-07 23:26:46
ORD100164,SH01,SUP012,MAT0008,2024-01-05 07:43:23,2024-01-15,111,OPEN,2024-01-06 00:43:23
ORD102401,NJ02,SUP002,MAT0050,2024-02-29 10:49:16,2024-03-03,136,Open,2024-03-02 02:49:16
ORD100495,NJ02,SUP015,MAT0034,2024-01-13 08:28:02,2024-01-19,89,CREATED,2024-01-14 01:28:02
ORD100759,NJ01,SUP005,MAT0044,2024-01-20 12:18:50,2024-01-28,117,Created,2024-01-21 18:18:50
ORD101700,NJ02,SUP016,MAT0020,2024-02-11 12:55:14,2024-02-16,116,OPEN,2024-02-11 23:55:14
ORD102326,NJ01,SUP014,MAT0001,2024-02-27 17:08:10,2024-03-08,132,CONFIRMED,2024-02-29 02:08:10
ORD102027,NJ01,SUP015,MAT0009,2024-02-19 16:12:21,2024-02-28,108,CREATED,2024-02-21 06:12:21
ORD102310,NJ01,SUP012,MAT0044,2024-02-27 13:12:00,2024-03-05,101,OPEN,2024-02-29 12:12:00
ORD100724,NJ01,SUP002,MAT0075,2024-01-19 07:25:50,2024-01-24,98,CONFIRMED,2024-01-20 13:25:50
ORD100577,SH01,SUP019,MAT0023,2024-01-16 18:58:58,2024-01-20,136,CONFIRMED,2024-01-17 02:58:58
ORD100084,NJ01,SUP015,MAT0042,2024-01-03 06:16:24,2024-01-10,152,Open,2024-01-05 06:16:24
ORD100654,NJ02,SUP012,MAT0014,2024-01-17 09:44:51,2024-01-24,163,CREATED,2024-01-18 12:44:51
ORD100613,SH01,SUP005,MAT0016,2024-01-16 16:23:00,2024-01-26,121,Created,2024-01-16 16:23:00
ORD100159,SH01,SUP015,MAT0039,2024-01-05 15:14:41,2024-01-08,91,CONFIRMED,2024-01-06 17:14:41
ORD100808,NJ01,SUP004,MAT0054,2024-01-21 15:19:21,2024-01-24,105,CREATED,2024-01-22 01:19:21
ORD101617,NJ01,SUP007,MAT0021,2024-02-09 10:31:28,2024-02-15,109,OPEN,2024-02-10 19:31:28
ORD102038,NJ02,,MAT0060,2024-02-20 12:29:46,2024-02-29,114,Open,2024-02-21 09:29:46
ORD100086,SH01,SUP003,MAT0006,2024-01-03 14:03:22,2024-01-08,101,Created,2024-01-04 05:03:22
ORD100182,NJ02,SUP018,MAT0048,2024-01-05 16:30:14,2024-01-08,136,Created,2024-01-07 16:30:14
ORD102037,NJ01,SUP012,MAT0027,2024-02-20 14:54:14,2024-02-28,102,OPEN,2024-02-21 16:54:14
ORD100904,NJ01,SUP005,MAT0002,2024-01-23 06:30:58,2024-01-25,100,CREATED,2024-01-24 22:30:58
ORD102052,SH01,SUP008,MAT0015,2024-02-20 14:40:30,2024-02-26,88,CONFIRMED,2024-02-20 23:40:30
ORD100158,NJ02,SUP001,MAT0080,2024-01-05 11:06:43,2024-01-10,160,Confirmed,2024-01-06 07:06:43
ORD101196,SH01,SUP020,MAT0013,2024-01-30 12:29:50,2024-02-07,115,Open,2024-02-01 05:29:50
ORD101674,SH01,SUP008,MAT0058,2024-02-10 07:58:23,2024-02-19,149,OPEN,2024-02-10 21:58:23
ORD101190,NJ02,SUP008,MAT0014,2024-01-30 18:01:37,2024-02-06,195,OPEN,2024-01-31 09:01:37
ORD101804,NJ02,SUP002,MAT0060,2024-02-13 10:12:32,2024-02-22,164,Open,2024-02-13 12:12:32
ORD101389,NJ01,SUP007,MAT0062,2024-02-03 17:21:57,2024-02-05,107,CONFIRMED,2024-02-04 10:21:57
ORD102020,NJ02,SUP007,MAT0012,2024-02-19 10:06:48,2024-02-22,169,Confirmed,2024-02-20 17:06:48
ORD101545,SH01,SUP015,MAT0016,2024-02-07 08:48:37,2024-02-15,160,Confirmed,2024-02-08 17:48:37
ORD101015,NJ01,SUP001,MAT0076,2024-01-25 11:49:18,2024-02-01,156,Created,2024-01-25 19:49:18
ORD101754,NJ02,SUP012,MAT0055,2024-02-12 11:11:01,2024-02-19,93,CREATED,2024-02-14 02:11:01
ORD101057,SH01,SUP009,MAT0020,2024-01-26 08:03:25,2024-02-03,108,Created,2024-01-27 07:03:25
ORD100900,NJ02,SUP013,MAT0009,2024-01-23 06:46:37,2024-01-28,124,Confirmed,2024-01-24 23:46:37
ORD101298,NJ02,SUP010,MAT0065,2024-02-01 12:10:53,2024-02-09,140,Confirmed,2024-02-03 06:10:53
ORD102216,NJ01,SUP013,MAT0027,2024-02-24 07:38:53,2024-03-03,117,CREATED,2024-02-25 03:38:53
ORD102127,NJ01,SUP016,MAT0050,2024-02-21 09:53:11,2024-02-28,126,CONFIRMED,2024-02-22 05:53:11
ORD100787,NJ01,SUP013,MAT0063,2024-01-20 15:30:45,2024-01-27,127,OPEN,2024-01-20 23:30:45
ORD100785,SH01,SUP019,MAT0079,2024-01-20 06:48:39,2024-01-26,104,CREATED,2024-01-21 20:48:39
ORD102376,NJ01,SUP014,MAT0063,2024-02-28 11:35:08,2024-03-03,113,CREATED,2024-02-28 19:35:08
ORD101697,NJ02,SUP015,MAT0066,2024-02-11 11:10:32,2024-02-18,82,CONFIRMED,2024-02-11 15:10:32
ORD101947,NJ02,SUP004,MAT0070,2024-02-17 15:30:14,2024-02-26,144,CONFIRMED,2024-02-19 06:30:14
ORD100830,NJ02,SUP017,MAT0015,2024-01-21 09:46:02,2024-01-30,98,Created,2024-01-22 04:46:02
ORD100866,NJ01,SUP016,MAT0010,2024-01-22 07:33:56,2024-01-25,107,CONFIRMED,2024-01-23 23:33:56
ORD100246,NJ02,SUP013,MAT0073,2024-01-07 09:49:41,2024-01-14,194,Created,2024-01-08 23:49:41
ORD100428,NJ02,,MAT0040,2024-01-11 14:34:39,2024-01-15,60,Created,2024-01-12 22:34:39
ORD100949,NJ02,SUP019,MAT0068,2024-01-24 12:37:21,2024-01-31,149,Confirmed,2024-01-25 16:37:21
ORD101199,NJ02,,MAT0057,2024-01-30 14:16:22,2024-02-07,153,CREATED,2024-01-31 05:16:22
ORD101971,NJ01,SUP018,MAT0020,2024-02-18 11:14:28,2024-02-20,142,CONFIRMED,2024-02-19 04:14:28
ORD102418,SH01,SUP004,MAT0054,2024-02-29 17:31:16,2024-03-06,111,Created,2024-03-02 08:31:16
ORD101065,NJ02,,MAT0077,2024-01-27 11:59:15,2024-02-05,118,CONFIRMED,2024-01-29 10:59:15
ORD101876,SH01,SUP016,MAT0077,2024-02-15 15:42:10,2024-02-22,50,OPEN,2024-02-17 13:42:10
ORD100504,NJ01,SUP019,MAT0013,2024-01-13 15:37:37,2024-01-16,137,Open,2024-01-15 01:37:37
ORD100060,NJ02,SUP020,MAT0066,2024-01-02 15:27:22,2024-01-09,113,Created,2024-01-03 15:27:22
ORD100168,NJ01,SUP004,MAT0004,2024-01-05 08:08:34,2024-01-11,117,CREATED,2024-01-05 08:08:34
ORD100281,SH01,SUP002,MAT0075,2024-01-08 16:50:49,2024-01-13,129,OPEN,2024-01-09 02:50:49
ORD100998,NJ01,SUP018,MAT0053,2024-01-25 10:43:53,2024-02-03,119,Open,2024-01-26 13:43:53
ORD100312,SH01,SUP015,MAT0040,2024-01-09 14:26:29,2024-01-11,123,CONFIRMED,2024-01-09 15:26:29
ORD100580,NJ02,SUP018,MAT0041,2024-01-16 12:38:44,2024-01-26,102,CONFIRMED,2024-01-18 11:38:44
ORD100743,SH01,SUP018,MAT0054,2024-01-19 15:40:11,2024-01-29,124,CONFIRMED,2024-01-19 21:40:11
ORD100359,NJ02,SUP009,MAT0014,2024-01-10 07:00:19,2024-01-19,123,CREATED,2024-01-10 12:00:19
ORD102330,NJ01,SUP004,MAT0052,2024-02-27 12:16:41,2024-03-07,111,Confirmed,2024-02-28 00:16:41
ORD101094,NJ02,SUP019,MAT0059,2024-01-27 12:56:45,2024-02-02,158,CONFIRMED,2024-01-28 16:56:45
ORD101848,NJ02,SUP009,MAT0073,2024-02-14 10:44:28,2024-02-21,120,created ,2024-02-16 00:44:28
ORD101872,NJ02,SUP010,MAT0013,2024-02-15 13:10:11,2024-02-18,92,OPEN,2024-02-16 10:10:11
ORD100464,NJ02,SUP005,MAT0054,2024-01-12 13:03:05,2024-01-18,111,CREATED,2024-01-14 06:03:05
ORD101489,NJ02,SUP019,MAT0050,2024-02-06 18:10:44,2024-02-14,106,Created,2024-02-08 05:10:44
ORD102194,SH01,SUP014,MAT0036,2024-02-23 09:52:21,2024-03-04,88,Open,2024-02-24 23:52:21
ORD101058,SH01,SUP017,MAT0056,2024-01-26 08:36:07,2024-01-28,192,OPEN,2024-01-28 03:36:07
ORD102316,NJ02,SUP001,MAT0004,2024-02-27 13:19:47,2024-03-04,125,Open,2024-02-28 09:19:47
ORD101829,NJ02,SUP012,MAT0014,2024-02-14 18:13:26,2024-02-20,109,CONFIRMED,2024-02-16 13:13:26
ORD102417,NJ01,SUP013,MAT0043,2024-02-29 15:33:59,2024-03-02,145,OPEN,2024-03-02 07:33:59
ORD101289,NJ02,SUP005,MAT0061,2024-02-01 14:38:30,2024-02-04,121,CREATED,2024-02-01 23:38:30
ORD101428,SH01,SUP001,MAT0078,2024-02-04 07:46:33,2024-02-08,112,Created,2024-02-05 07:46:33
ORD102284,NJ01,SUP005,MAT0031,2024-02-26 13:56:21,2024-03-01,96,Confirmed,2024-02-28 03:56:21
ORD100073,NJ02,SUP020,MAT0065,2024-01-03 14:35:38,2024-01-10,148,OPEN,2024-01-05 01:35:38
ORD102292,NJ02,SUP009,MAT0039,2024-02-26 09:59:20,2024-03-02,89,CONFIRMED,2024-02-26 11:59:20
ORD101481,NJ02,,MAT0052,2024-02-06 08:46:06,2024-02-14,172,Open,2024-02-06 12:46:06
ORD100568,NJ01,SUP020,MAT0080,2024-01-15 06:35:35,2024-01-17,142,CONFIRMED,2024-01-16 01:35:35
ORD101092,NJ02,SUP019,MAT0011,2024-01-27 15:52:16,2024-02-03,127,Confirmed,2024-01-27 16:52:16
ORD101382,NJ02,SUP001,MAT0079,2024-02-03 15:54:31,2024-02-05,152,OPEN,2024-02-04 12:54:31
ORD100912,NJ02,SUP016,MAT0017,2024-01-23 16:37:56,2024-01-29,135,CREATED,2024-01-24 01:37:56
ORD102213,NJ01,SUP018,MAT0035,2024-02-24 12:54:39,2024-03-03,57,CREATED,2024-02-26 07:54:39
